GENE NAME,Enzyme or Protein,GENE NAME/GENE/ENZYME PROTEIN,KO classification,Metabolism/other,Top Pathway
SLIV_05590,"ABC-type transporter, ATP-binding protein","D      SLIV_05590 ABC-type transporter, ATP-binding protein",K10441 rbsA; ribose transport system ATP-binding protein [EC:7.5.2.7],Brite Hierarchies,Other
SLIV_23940,rbsA; Ribose import ATP-binding protein,D      SLIV_23940 rbsA; Ribose import ATP-binding protein,K10441 rbsA; ribose transport system ATP-binding protein [EC:7.5.2.7],Brite Hierarchies,Other
SLIV_28225,substrate binding protein,D      SLIV_28225 substrate binding protein,K10227 smoE; polyol transport system substrate-binding protein,Brite Hierarchies,Other
SLIV_28220,integral membrane sugar transport protein,D      SLIV_28220 integral membrane sugar transport protein,K10228 smoF; polyol transport system permease protein,Brite Hierarchies,Other
SLIV_28215,integral membrane sugar transporter,D      SLIV_28215 integral membrane sugar transporter,K10229 smoG; polyol transport system permease protein,Brite Hierarchies,Other
SLIV_30065,lipoprotein,D      SLIV_30065 lipoprotein,K25676 yesO; pectin-derived oligosaccharide transport system substrate-binding protein,Brite Hierarchies,Other
SLIV_30070,transport system membrane protein,D      SLIV_30070 transport system membrane protein,K25677 yesP; pectin-derived oligosaccharide transport system permease protein,Brite Hierarchies,Other
SLIV_30075,transport system membrane protein,D      SLIV_30075 transport system membrane protein,K25678 yesQ; pectin-derived oligosaccharide transport system permease protein,Brite Hierarchies,Other
SLIV_13950,lipoprotein,D      SLIV_13950 lipoprotein,K07335 bmpA; basic membrane protein A and related proteins,Brite Hierarchies,Other
SLIV_13955,lipoprotein,D      SLIV_13955 lipoprotein,K07335 bmpA; basic membrane protein A and related proteins,Brite Hierarchies,Other
SLIV_13940,sugar ABC transporter integral membrane prot,D      SLIV_13940 sugar ABC transporter integral membrane protein,K23535 nupB; general nucleoside transport system permease protein,Brite Hierarchies,Other
SLIV_13935,sugar ABC transporter integral membrane prot,D      SLIV_13935 sugar ABC transporter integral membrane protein,K23536 nupC; general nucleoside transport system permease protein,Brite Hierarchies,Other
SLIV_13945,putative ABC transporter ATP-binding protein,D      SLIV_13945 putative ABC transporter ATP-binding protein,K23537 nupA; general nucleoside transport system ATP-binding protein,Brite Hierarchies,Other
SLIV_25605,hypothetical protein,D      SLIV_25605 hypothetical protein,K02067 mlaD; phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein,Brite Hierarchies,Other
SLIV_25610,hypothetical protein,D      SLIV_25610 hypothetical protein,K02067 mlaD; phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein,Brite Hierarchies,Other
SLIV_25615,secreted protein,D      SLIV_25615 secreted protein,K02067 mlaD; phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein,Brite Hierarchies,Other
SLIV_25620,hypothetical protein,D      SLIV_25620 hypothetical protein,K02067 mlaD; phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein,Brite Hierarchies,Other
SLIV_25625,secreted protein,D      SLIV_25625 secreted protein,K02067 mlaD; phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein,Brite Hierarchies,Other
SLIV_25630,secreted protein,D      SLIV_25630 secreted protein,K02067 mlaD; phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein,Brite Hierarchies,Other
SLIV_25595,ABC-transporter integral membrane protein,D      SLIV_25595 ABC-transporter integral membrane protein,K02066 mlaE; phospholipid/cholesterol/gamma-HCH transport system permease protein,Brite Hierarchies,Other
SLIV_25600,ABC-transporter integral membrane protein,D      SLIV_25600 ABC-transporter integral membrane protein,K02066 mlaE; phospholipid/cholesterol/gamma-HCH transport system permease protein,Brite Hierarchies,Other
SLIV_25590,mkl; putative ribonucleotide transport ATP-b,D      SLIV_25590 mkl; putative ribonucleotide transport ATP-binding protein mkl,K02065 mlaF; phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein,Brite Hierarchies,Other
SLIV_25635,secreted protein,D      SLIV_25635 secreted protein,K18481 mas; Mce-associated membrane protein,Brite Hierarchies,Other
SLIV_25640,hypothetical protein,D      SLIV_25640 hypothetical protein,K18481 mas; Mce-associated membrane protein,Brite Hierarchies,Other
SLIV_25645,hypothetical protein,D      SLIV_25645 hypothetical protein,K18481 mas; Mce-associated membrane protein,Brite Hierarchies,Other
SLIV_25650,hypothetical protein,D      SLIV_25650 hypothetical protein,K18481 mas; Mce-associated membrane protein,Brite Hierarchies,Other
SLIV_01795,extracellular solute-binding protein,D      SLIV_01795 extracellular solute-binding protein,K02027 ABC.MS.S; multiple sugar transport system substrate-binding protein,Brite Hierarchies,Other
SLIV_01865,binding protein dependent transport lipoprot,D      SLIV_01865 binding protein dependent transport lipoprotein,K02027 ABC.MS.S; multiple sugar transport system substrate-binding protein,Brite Hierarchies,Other
SLIV_02270,solute-binding lipoprotein,D      SLIV_02270 solute-binding lipoprotein,K02027 ABC.MS.S; multiple sugar transport system substrate-binding protein,Brite Hierarchies,Other
SLIV_05415,sugar binding protein,D      SLIV_05415 sugar binding protein,K02027 ABC.MS.S; multiple sugar transport system substrate-binding protein,Brite Hierarchies,Other
SLIV_11355,extracellular solute-binding lipoprotein,D      SLIV_11355 extracellular solute-binding lipoprotein,K02027 ABC.MS.S; multiple sugar transport system substrate-binding protein,Brite Hierarchies,Other
SLIV_16965,solute-binding protein,D      SLIV_16965 solute-binding protein,K02027 ABC.MS.S; multiple sugar transport system substrate-binding protein,Brite Hierarchies,Other
SLIV_24385,secreted sugar-binding protein,D      SLIV_24385 secreted sugar-binding protein,K02027 ABC.MS.S; multiple sugar transport system substrate-binding protein,Brite Hierarchies,Other
SLIV_25530,sugar transporter sugar binding protein,D      SLIV_25530 sugar transporter sugar binding protein,K02027 ABC.MS.S; multiple sugar transport system substrate-binding protein,Brite Hierarchies,Other
SLIV_28305,sugar-binding protein,D      SLIV_28305 sugar-binding protein,K02027 ABC.MS.S; multiple sugar transport system substrate-binding protein,Brite Hierarchies,Other
SLIV_32515,sugar transport sugar binding protein,D      SLIV_32515 sugar transport sugar binding protein,K02027 ABC.MS.S; multiple sugar transport system substrate-binding protein,Brite Hierarchies,Other
SLIV_34640,solute-binding lipoprotein,D      SLIV_34640 solute-binding lipoprotein,K02027 ABC.MS.S; multiple sugar transport system substrate-binding protein,Brite Hierarchies,Other
SLIV_35250,sugar transporter sugar binding lipoprotein,D      SLIV_35250 sugar transporter sugar binding lipoprotein,K02027 ABC.MS.S; multiple sugar transport system substrate-binding protein,Brite Hierarchies,Other
SLIV_35680,solute-binding lipoprotein,D      SLIV_35680 solute-binding lipoprotein,K02027 ABC.MS.S; multiple sugar transport system substrate-binding protein,Brite Hierarchies,Other
SLIV_36120,integral membrane protein,D      SLIV_36120 integral membrane protein,K02027 ABC.MS.S; multiple sugar transport system substrate-binding protein,Brite Hierarchies,Other
SLIV_36550,substrate binding protein,D      SLIV_36550 substrate binding protein,K02027 ABC.MS.S; multiple sugar transport system substrate-binding protein,Brite Hierarchies,Other
SLIV_01790,integral membrane binding-protein-dependent,D      SLIV_01790 integral membrane binding-protein-dependent transporter,K02025 ABC.MS.P; multiple sugar transport system permease protein,Brite Hierarchies,Other
SLIV_01870,integral membrane binding protein dependent,D      SLIV_01870 integral membrane binding protein dependent transporter,K02025 ABC.MS.P; multiple sugar transport system permease protein,Brite Hierarchies,Other
SLIV_02260,binding-protein dependent transporter,D      SLIV_02260 binding-protein dependent transporter,K02025 ABC.MS.P; multiple sugar transport system permease protein,Brite Hierarchies,Other
SLIV_04185,binding protein dependent transporter,D      SLIV_04185 binding protein dependent transporter,K02025 ABC.MS.P; multiple sugar transport system permease protein,Brite Hierarchies,Other
SLIV_05410,transmembrane sugar transporter,D      SLIV_05410 transmembrane sugar transporter,K02025 ABC.MS.P; multiple sugar transport system permease protein,Brite Hierarchies,Other
SLIV_07710,transport system integral membrane protein,D      SLIV_07710 transport system integral membrane protein,K02025 ABC.MS.P; multiple sugar transport system permease protein,Brite Hierarchies,Other
SLIV_11360,integral membrane transporter,D      SLIV_11360 integral membrane transporter,K02025 ABC.MS.P; multiple sugar transport system permease protein,Brite Hierarchies,Other
SLIV_24380,sugar transport system permease,D      SLIV_24380 sugar transport system permease,K02025 ABC.MS.P; multiple sugar transport system permease protein,Brite Hierarchies,Other
SLIV_25535,sugar transporter membrane protein,D      SLIV_25535 sugar transporter membrane protein,K02025 ABC.MS.P; multiple sugar transport system permease protein,Brite Hierarchies,Other
SLIV_28280,integral membrane transport protein,D      SLIV_28280 integral membrane transport protein,K02025 ABC.MS.P; multiple sugar transport system permease protein,Brite Hierarchies,Other
SLIV_32510,sugar transport integral membrane protein,D      SLIV_32510 sugar transport integral membrane protein,K02025 ABC.MS.P; multiple sugar transport system permease protein,Brite Hierarchies,Other
SLIV_34635,binding protein dependent transport protein,D      SLIV_34635 binding protein dependent transport protein,K02025 ABC.MS.P; multiple sugar transport system permease protein,Brite Hierarchies,Other
SLIV_35245,sugar transporter membrane protein,D      SLIV_35245 sugar transporter membrane protein,K02025 ABC.MS.P; multiple sugar transport system permease protein,Brite Hierarchies,Other
SLIV_35670,binding-protein dependent transport protein,D      SLIV_35670 binding-protein dependent transport protein,K02025 ABC.MS.P; multiple sugar transport system permease protein,Brite Hierarchies,Other
SLIV_36560,binding-protein-dependent transport protein,D      SLIV_36560 binding-protein-dependent transport protein,K02025 ABC.MS.P; multiple sugar transport system permease protein,Brite Hierarchies,Other
SLIV_01785,integral membrane binding-protein-dependent,D      SLIV_01785 integral membrane binding-protein-dependent transporter,K02026 ABC.MS.P1; multiple sugar transport system permease protein,Brite Hierarchies,Other
SLIV_01875,integral membrane binding protein dependent,D      SLIV_01875 integral membrane binding protein dependent transport protein,K02026 ABC.MS.P1; multiple sugar transport system permease protein,Brite Hierarchies,Other
SLIV_02265,binding-protein dependent transporter,D      SLIV_02265 binding-protein dependent transporter,K02026 ABC.MS.P1; multiple sugar transport system permease protein,Brite Hierarchies,Other
SLIV_04190,membrane transport protein,D      SLIV_04190 membrane transport protein,K02026 ABC.MS.P1; multiple sugar transport system permease protein,Brite Hierarchies,Other
SLIV_05405,transmembrane sugar transport protein,D      SLIV_05405 transmembrane sugar transport protein,K02026 ABC.MS.P1; multiple sugar transport system permease protein,Brite Hierarchies,Other
SLIV_07705,Putative ABC transporter permease protein OR,D      SLIV_07705 Putative ABC transporter permease protein ORF1,K02026 ABC.MS.P1; multiple sugar transport system permease protein,Brite Hierarchies,Other
SLIV_11365,integral membrane transport protein,D      SLIV_11365 integral membrane transport protein,K02026 ABC.MS.P1; multiple sugar transport system permease protein,Brite Hierarchies,Other
SLIV_24375,sugar transport membrane protein,D      SLIV_24375 sugar transport membrane protein,K02026 ABC.MS.P1; multiple sugar transport system permease protein,Brite Hierarchies,Other
SLIV_25540,sugar transporter membrane protein,D      SLIV_25540 sugar transporter membrane protein,K02026 ABC.MS.P1; multiple sugar transport system permease protein,Brite Hierarchies,Other
SLIV_28285,integral membrane transport protein,D      SLIV_28285 integral membrane transport protein,K02026 ABC.MS.P1; multiple sugar transport system permease protein,Brite Hierarchies,Other
SLIV_32505,sugar transport integral membrane protein,D      SLIV_32505 sugar transport integral membrane protein,K02026 ABC.MS.P1; multiple sugar transport system permease protein,Brite Hierarchies,Other
SLIV_34630,binding protein dependent transport protein,D      SLIV_34630 binding protein dependent transport protein,K02026 ABC.MS.P1; multiple sugar transport system permease protein,Brite Hierarchies,Other
SLIV_35240,sugar transport membrane protein,D      SLIV_35240 sugar transport membrane protein,K02026 ABC.MS.P1; multiple sugar transport system permease protein,Brite Hierarchies,Other
SLIV_35665,binding-protein dependent transport protein,D      SLIV_35665 binding-protein dependent transport protein,K02026 ABC.MS.P1; multiple sugar transport system permease protein,Brite Hierarchies,Other
SLIV_36555,binding-protein-dependent transporter,D      SLIV_36555 binding-protein-dependent transporter,K02026 ABC.MS.P1; multiple sugar transport system permease protein,Brite Hierarchies,Other
SLIV_04350,solute-binding lipoprotein,D      SLIV_04350 solute-binding lipoprotein,K02058 ABC.SS.S; simple sugar transport system substrate-binding protein,Brite Hierarchies,Other
SLIV_06860,ABC transport system sugar binding lipoprote,D      SLIV_06860 ABC transport system sugar binding lipoprotein,K02058 ABC.SS.S; simple sugar transport system substrate-binding protein,Brite Hierarchies,Other
SLIV_07790,secreted solute binding protein,D      SLIV_07790 secreted solute binding protein,K02058 ABC.SS.S; simple sugar transport system substrate-binding protein,Brite Hierarchies,Other
SLIV_04345,ABC transporter membrane protein,D      SLIV_04345 ABC transporter membrane protein,K02057 ABC.SS.P; simple sugar transport system permease protein,Brite Hierarchies,Other
SLIV_06855,sugar ABC transporter permease,D      SLIV_06855 sugar ABC transporter permease,K02057 ABC.SS.P; simple sugar transport system permease protein,Brite Hierarchies,Other
SLIV_04340,ABC transporter ATP-binding protein,D      SLIV_04340 ABC transporter ATP-binding protein,K02056 ABC.SS.A; simple sugar transport system ATP-binding protein [EC:7.5.2.-],Brite Hierarchies,Other
SLIV_06850,sugar ABC transporter ATP-binding protein,D      SLIV_06850 sugar ABC transporter ATP-binding protein,K02056 ABC.SS.A; simple sugar transport system ATP-binding protein [EC:7.5.2.-],Brite Hierarchies,Other
SLIV_17670,phosphate-binding protein,D      SLIV_17670 phosphate-binding protein,K02040 pstS; phosphate transport system substrate-binding protein,Brite Hierarchies,Other
SLIV_25560,phosphate binding protein,D      SLIV_25560 phosphate binding protein,K02040 pstS; phosphate transport system substrate-binding protein,Brite Hierarchies,Other
SLIV_17675,pstC2; Phosphate transport system permease p,D      SLIV_17675 pstC2; Phosphate transport system permease protein PstC 2,K02037 pstC; phosphate transport system permease protein,Brite Hierarchies,Other
